filename,HBcount,HBless1SD,HBless1.1SD,HBless1.5SD,dehydronCount,totalAtomsInPDB,totalAtomsInHBDD,totalUniqueAtomsInDDD,totalUniqueAtomsInHBDD
2EYX_A.pdb,30,4.7595,4.08,2.01,4,1418,7112,570,1361
2C83_A.pdb,220,34.903,29.92,14.74,7,6246,44448,1024,6123
1ZUD_4.pdb,34,5.3941,4.624,2.278,3,1015,6059,411,989
2BEM_A.pdb,88,13.9612,11.968,5.896,10,2580,17310,1462,2542
2AIB_A.pdb,59,9.36035,8.024,3.953,11,1427,10118,1501,1422
1Y2T_A.pdb,80,12.692,10.88,5.36,2,2223,15904,260,2163
1R77_B.pdb,52,8.2498,7.072,3.484,6,1648,9978,747,1625
2GWM_A.pdb,115,18.24475,15.64,7.705,7,3180,22950,936,3078
2A6Z_A.pdb,110,17.4515,14.96,7.37,7,3427,22809,1024,3290
1WUI_L.pdb,340,53.941,46.24,22.78,14,8266,70218,1932,8184
2I0S_A.pdb,192,30.4608,26.112,12.864,11,5533,39654,1510,5344
2D7C_A.pdb,103,16.34095,14.008,6.901,9,2630,20373,1388,2587
1UGH_I.pdb,47,7.45655,6.392,3.149,6,1286,9003,783,1241
2DC1_A.pdb,148,23.4802,20.128,9.916,6,3744,29504,811,3644
2FFK_A.pdb,96,15.2304,13.056,6.432,17,4668,23673,3083,4161
2CX7_B.pdb,84,13.3266,11.424,5.628,8,1948,15905,1121,1923
2F7D_A.pdb,139,22.05235,18.904,9.313,28,3246,26191,3460,3127
2DS0_A.pdb,62,9.8363,8.432,4.154,0,2018,12680,0,1923
1QL0_A.pdb,113,17.92745,15.368,7.571,9,3657,23011,1219,3502
1P9G_A.pdb,21,3.33165,2.856,1.407,13,681,4120,2261,663
2EF8_A.pdb,54,8.5671,7.344,3.618,1,1366,10343,181,1331
1TJY_A.pdb,192,30.4608,26.112,12.864,12,4798,39903,1693,4698
1ZZI_A.pdb,50,7.9325,6.8,3.35,4,1265,9624,552,1184
2EG3_A.pdb,122,19.3553,16.592,8.174,9,3587,24560,1202,3423
2C4F_T.pdb,34,5.3941,4.624,2.278,4,1213,6160,493,1149
1YYA_A.pdb,152,24.1148,20.672,10.184,10,3836,31186,1414,3771
1UW4_B.pdb,175,27.76375,23.8,11.725,7,4139,34716,958,4062
1WP5_A.pdb,152,24.1148,20.672,10.184,11,5024,30443,1489,4786
1VBW_A.pdb,29,4.60085,3.944,1.943,0,1056,5593,0,922
1SC3_B.pdb,36,5.7114,4.896,2.412,4,1407,6367,468,1208
1W53_A.pdb,71,11.26415,9.656,4.757,3,1416,13094,402,1416
1UW4_A.pdb,41,6.50465,5.576,2.747,2,1509,7781,265,1423
1WMD_A.pdb,231,36.64815,31.416,15.477,20,6274,50036,3143,6128
1YT3_A.pdb,235,37.28275,31.96,15.745,14,6007,46901,1807,5898
2F4M_A.pdb,184,29.1916,25.024,12.328,14,4835,35353,2029,4764
1ZL2_A.pdb,151,23.95615,20.536,10.117,6,3808,31525,863,3684
2H7Z_B.pdb,32,5.0768,4.352,2.144,7,1152,5688,887,1071
1QDB_A.pdb,287,45.53255,39.032,19.229,27,7402,56567,3881,7284
2CUT_A.pdb,126,19.9899,17.136,8.442,17,2878,25773,2438,2864
1RTU_A.pdb,52,8.2498,7.072,3.484,15,1606,9601,2017,1459
1W3I_A.pdb,191,30.30215,25.976,12.797,1,4713,40048,159,4662
2HE2_A.pdb,45,7.13925,6.12,3.015,9,1490,8076,1193,1353
1XLQ_A.pdb,50,7.9325,6.8,3.35,6,1566,9688,860,1513
2I6J_A.pdb,112,17.7688,15.232,7.504,0,2605,23135,0,2575
2FXP_A.pdb,42,6.6633,5.712,2.814,4,1137,8847,670,1017
1PIC_A.pdb,49,7.77385,6.664,3.283,3,2274,12706,580,1849
1VOR_Q.pdb,15,2.37975,2.04,1.005,8,2058,2221,1030,1154
1XLR_A.pdb,94,14.9131,12.784,6.298,5,2678,18496,697,2651
1X82_A.pdb,91,14.43715,12.376,6.097,3,2957,17416,407,2797
1QSA_A.pdb,433,68.69545,58.888,29.011,27,9809,87133,3777,9683
1S7I_A.pdb,71,11.26415,9.656,4.757,11,1902,12348,1369,1720
1PA2_A.pdb,70,11.1055,9.52,4.69,7,4427,14215,1138,2824
1YAL_A.pdb,105,16.65825,14.28,7.035,8,3271,21532,1061,3129
2FBD_A.pdb,67,10.62955,9.112,4.489,5,1863,13209,668,1842
1VOR_I.pdb,9,1.42785,1.224,0.603,3,827,1322,364,594
2ET1_A.pdb,97,15.38905,13.192,6.499,12,2972,17747,1466,2776
1ZUY_A.pdb,28,4.4422,3.808,1.876,1,883,5331,128,860
1VRZ_A.pdb,8,1.2692,1.088,0.536,8,177,705,705,177
1VOR_Y.pdb,9,1.42785,1.224,0.603,4,1071,1207,493,756
1PK6_C.pdb,62,9.8363,8.432,4.154,3,1985,12233,375,1895
1V5Y_A.pdb,124,19.6726,16.864,8.308,5,3418,23756,677,3334
2H2Z_A.pdb,162,25.7013,22.032,10.854,9,4685,32161,1237,4476
2CJL_A.pdb,123,19.51395,16.728,8.241,13,2969,24455,1846,2958
2B5W_A.pdb,204,32.3646,27.744,13.668,14,5411,41311,1901,5271
2B0A_A.pdb,91,14.43715,12.376,6.097,2,3004,18090,260,2907
2D0I_A.pdb,217,34.42705,29.512,14.539,3,5480,45188,380,5339
1R7C_A.pdb,24,3.8076,3.264,1.608,1,694,4763,153,636
2EKY_B.pdb,59,9.36035,8.024,3.953,1,1630,11463,125,1493
1XV5_A.pdb,239,37.91735,32.504,16.013,8,6493,49751,1212,6304
2HMQ_A.pdb,83,13.16795,11.288,5.561,8,1834,16140,1194,1807
2FGR_A.pdb,219,34.74435,29.784,14.673,11,4857,42707,1572,4807
1TCE_A.pdb,48,7.6152,6.528,3.216,3,2235,12135,527,2066
2GKO_A.pdb,176,27.9224,23.936,11.792,18,4284,37711,2816,4205
1V0Z_A.pdb,175,27.76375,23.8,11.725,14,5888,36166,2127,5610
1WZA_A.pdb,269,42.67685,36.584,18.023,8,7828,56402,1073,7475
1U0S_A.pdb,55,8.72575,7.48,3.685,1,1435,10462,142,1424
2HRG_A.pdb,239,37.91735,32.504,16.013,16,7311,49053,2125,7172
1VCC_A.pdb,38,6.0287,5.168,2.546,4,1260,7266,631,1244
1V8F_A.pdb,166,26.3359,22.576,11.122,9,4355,33005,1135,4305
1QGJ_A.pdb,177,28.08105,24.072,11.859,12,4494,35560,1773,4390
2FMA_A.pdb,35,5.55275,4.76,2.345,4,916,6503,583,885
1YYD_A.pdb,171,27.12915,23.256,11.457,16,5152,34027,2202,4854
1R89_A.pdb,260,41.249,35.36,17.42,4,7255,51978,542,6942
2D3Y_A.pdb,128,20.3072,17.408,8.576,12,3438,25274,1801,3411
2C55_A.pdb,14,2.2211,1.904,0.938,7,1050,2251,885,745
2DQD_H.pdb,60,9.519,8.16,4.02,3,1746,11554,386,1728
1PDC_A.pdb,0,0.0,0.0,0.0,0,929,0,0,0
1X8D_A.pdb,59,9.36035,8.024,3.953,8,1684,10606,1131,1560
1S0P_A.pdb,135,21.41775,18.36,9.045,5,2777,27333,714,2738
1YKI_B.pdb,138,21.8937,18.768,9.246,10,3351,26274,1392,3267
1V7R_A.pdb,115,18.24475,15.64,7.705,2,2999,23354,306,2966
2CYJ_A.pdb,75,11.89875,10.2,5.025,2,1975,15214,292,1952
2G64_A.pdb,79,12.53335,10.744,5.293,13,2240,15155,1870,2141
2EA1_A.pdb,137,21.73505,18.632,9.179,15,3755,26957,2185,3658
1U7K_A.pdb,78,12.3747,10.608,5.226,11,2033,14388,1463,1980
2DT8_A.pdb,169,26.81185,22.984,11.323,6,4320,33484,854,4291
2GDM_A.pdb,113,17.92745,15.368,7.571,8,2367,22179,1078,2347
2HLQ_A.pdb,46,7.2979,6.256,3.082,10,1483,8196,1314,1436
1VOR_6.pdb,1,0.15865,0.136,0.067,0,598,148,0,148
1TML_A.pdb,169,26.81185,22.984,11.323,22,4308,34581,3414,4216
2DG5_B.pdb,74,11.7401,10.064,4.958,19,2706,11979,2656,2604
2BOP_A.pdb,44,6.9806,5.984,2.948,4,1331,8061,462,1281
2CB5_A.pdb,277,43.94605,37.672,18.559,16,7255,55864,2286,7102
1UWC_A.pdb,155,24.59075,21.08,10.385,12,3845,31413,1712,3787
2DYR_B.pdb,129,20.46585,17.544,8.643,6,3641,24154,705,3447
1RYP_H.pdb,22,3.4903,2.992,1.474,0,3123,4790,0,1534
1YHL_A.pdb,271,42.99415,36.856,18.157,12,5741,54468,1594,5711
1XOF_A.pdb,11,1.74515,1.496,0.737,5,290,1539,601,275
1T2W_A.pdb,76,12.0574,10.336,5.092,4,2312,15156,494,2218
2CZQ_A.pdb,122,19.3553,16.592,8.174,15,2877,25125,2265,2850
1RZH_L.pdb,201,31.88865,27.336,13.467,12,4414,37398,1603,4363
2E7U_A.pdb,253,40.13845,34.408,16.951,6,6538,51475,849,6428
2I7O_A.pdb,68,10.7882,9.248,4.556,6,1931,13005,958,1920
1UHE_B.pdb,1,0.15865,0.136,0.067,1,391,103,103,103
2BO9_A.pdb,185,29.35025,25.16,12.395,7,4760,38881,871,4682
2HZ8_A.pdb,87,13.80255,11.832,5.829,5,2623,21847,820,2599
1XG0_D.pdb,127,20.14855,17.272,8.509,19,2569,23122,2573,2493
2H0Q_C.pdb,137,21.73505,18.632,9.179,4,4086,27851,486,3829
2DYR_F.pdb,37,5.87005,5.032,2.479,12,1486,5978,1555,1343
1QJK_A.pdb,11,1.74515,1.496,0.737,7,605,2186,1261,467
2BJK_A.pdb,309,49.02285,42.024,20.703,6,8056,65577,817,7838
1VOQ_M.pdb,51,8.09115,6.936,3.417,5,2060,9132,674,1648
1VOR_4.pdb,10,1.5865,1.36,0.67,2,796,1703,309,519
2DP9_A.pdb,4,0.6346,0.544,0.268,0,2053,817,0,388
1YW9_A.pdb,207,32.84055,28.152,13.869,12,5725,42673,1627,5528
1QB7_A.pdb,132,20.9418,17.952,8.844,16,3683,26011,2118,3495
1VOR_G.pdb,57,9.04305,7.752,3.819,5,2899,9448,644,2529
1TPG_A.pdb,30,4.7595,4.08,2.01,8,1807,6199,1264,1579
1UF5_A.pdb,175,27.76375,23.8,11.725,8,4751,35812,988,4705
2AEN_A.pdb,85,13.48525,11.56,5.695,6,2575,16901,890,2484
1VPP_X.pdb,3,0.47595,0.408,0.201,3,299,312,312,155
2FMJ_A.pdb,145,23.00425,19.72,9.715,30,3184,27191,3861,3152
2CPG_B.pdb,30,4.7595,4.08,2.01,6,741,4905,773,587
1XW3_A.pdb,59,9.36035,8.024,3.953,6,1693,10866,786,1544
2HAL_A.pdb,128,20.3072,17.408,8.576,13,3292,25707,1789,3246
1Q7L_B.pdb,44,6.9806,5.984,2.948,7,1366,7171,796,1209
1Q33_A.pdb,132,20.9418,17.952,8.844,14,4483,25689,1685,4325
1RJU_V.pdb,10,1.5865,1.36,0.67,10,480,1403,1403,467
1XQ6_A.pdb,145,23.00425,19.72,9.715,11,3840,29740,1515,3673
1W0D_A.pdb,218,34.5857,29.648,14.606,23,4976,45101,3175,4911
2AXW_A.pdb,56,8.8844,7.616,3.752,7,2634,13625,1184,2230
2FFX_J.pdb,131,20.78315,17.816,8.777,9,2755,26250,1283,2586
2D81_A.pdb,166,26.3359,22.576,11.122,20,4552,34425,3029,4515
2AD6_A.pdb,280,44.422,38.08,18.76,10,8640,58383,1431,8496
2G8M_A.pdb,151,23.95615,20.536,10.117,12,4216,30154,1628,4083
1PBY_A.pdb,276,43.7874,37.536,18.492,29,7284,52707,3965,7118
1QTW_A.pdb,166,26.3359,22.576,11.122,12,5679,44469,2330,5466
1R0R_I.pdb,24,3.8076,3.264,1.608,2,729,4230,253,663
1VCL_A.pdb,202,32.0473,27.472,13.534,14,6395,40334,2030,6149
1XSZ_A.pdb,28,4.4422,3.808,1.876,2,5613,5712,311,2294
1VOQ_Q.pdb,18,2.8557,2.448,1.206,5,1785,2857,569,1223
1TEZ_B.pdb,300,47.595,40.8,20.1,20,7465,60690,2746,7363
1WFB_A.pdb,33,5.23545,4.488,2.211,32,464,4391,4237,464
2E2O_A.pdb,211,33.47515,28.696,14.137,9,4562,43881,1451,4501
1YN3_A.pdb,61,9.67765,8.296,4.087,7,1545,11547,966,1527
2CMJ_A.pdb,275,43.62875,37.4,18.425,15,6448,55139,1996,6342
1R8O_A.pdb,28,4.4422,3.808,1.876,6,1439,4880,807,1228
2ANV_A.pdb,87,13.80255,11.832,5.829,11,2276,16623,1490,2210
2IBN_A.pdb,126,19.9899,17.136,8.442,5,3672,23719,685,3615
2DQE_H.pdb,60,9.519,8.16,4.02,3,1736,11544,385,1721
1P71_A.pdb,60,9.519,8.16,4.02,15,1446,9659,2050,1385
1VOQ_F.pdb,29,4.60085,3.944,1.943,1,1700,4923,80,1538
2BVB_A.pdb,64,10.1536,8.704,4.288,7,2537,15425,1232,2431
2A40_B.pdb,149,23.63885,20.264,9.983,12,4025,30894,1648,3991
1V5E_A.pdb,351,55.68615,47.736,23.517,17,9081,73955,2472,8817
1OEW_A.pdb,181,28.71565,24.616,12.127,16,4648,36027,2119,4598
1RC9_A.pdb,118,18.7207,16.048,7.906,14,3357,22543,1963,3314
1PQU_A.pdb,223,35.37895,30.328,14.941,12,5745,44405,1619,5714
1YV4_A.pdb,59,9.36035,8.024,3.953,4,1640,11119,523,1637
1YB6_A.pdb,148,23.4802,20.128,9.916,4,4092,30774,591,4060
1XH8_B.pdb,6,0.9519,0.816,0.402,3,302,758,344,164
1QD1_B.pdb,217,34.42705,29.512,14.539,16,5043,44405,2289,5001
2HD9_A.pdb,76,12.0574,10.336,5.092,3,2517,15521,346,2417
2I7D_A.pdb,98,15.5477,13.328,6.566,5,3165,18866,672,2976
1P3C_A.pdb,117,18.56205,15.912,7.839,17,3139,23137,2471,3093
1VOR_V.pdb,14,2.2211,1.904,0.938,5,1759,2021,662,1096
2GDG_A.pdb,65,10.31225,8.84,4.355,8,1719,11796,1014,1705
2EYV_A.pdb,37,5.87005,5.032,2.479,3,2499,9257,592,1880
1U1I_A.pdb,222,35.2203,30.192,14.874,4,6160,45670,454,6013
1X7V_C.pdb,16,2.5384,2.176,1.072,1,1532,3059,123,1111
1ZHS_A.pdb,66,10.4709,8.976,4.422,10,1703,11494,1312,1677
1QFT_A.pdb,96,15.2304,13.056,6.432,5,2642,19619,725,2539
2HLC_A.pdb,135,21.41775,18.36,9.045,15,3474,26404,1814,3429
1QRJ_B.pdb,143,22.68695,19.448,9.581,23,4110,35308,4146,3726
1ZMM_B.pdb,15,2.37975,2.04,1.005,2,514,2316,270,464
1Y60_D.pdb,97,15.38905,13.192,6.499,10,2517,19353,1335,2435
1QST_A.pdb,98,15.5477,13.328,6.566,1,2688,19871,125,2531
2DYR_A.pdb,372,59.0178,50.592,24.924,7,8002,78143,924,7789
2G5X_A.pdb,133,21.10045,18.088,8.911,7,3685,27506,1007,3603
2FCB_A.pdb,85,13.48525,11.56,5.695,5,2674,16046,792,2607
1SUY_A.pdb,97,15.38905,13.192,6.499,5,2370,24210,858,2301
2ELC_A.pdb,216,34.2684,29.376,14.472,5,4885,44589,655,4821
2AB3_A.pdb,17,2.69705,2.312,1.139,5,647,3382,772,626
1WEH_A.pdb,104,16.4996,14.144,6.968,3,2623,21319,374,2599
2GMS_A.pdb,176,27.9224,23.936,11.792,3,6209,36682,432,5457
1PM1_X.pdb,7,1.11055,0.952,0.469,0,2776,1555,0,596
2ICT_A.pdb,52,8.2498,7.072,3.484,9,1405,8925,1279,1256
2GO2_A.pdb,73,11.58145,9.928,4.891,4,2520,15022,523,2334
2HTJ_A.pdb,48,7.6152,6.528,3.216,4,1691,11407,527,1617
1RA9_A.pdb,87,13.80255,11.832,5.829,11,2484,16872,1408,2390
2BWR_A.pdb,179,28.39835,24.344,11.993,18,6006,36495,2649,5788
1OQ1_A.pdb,66,10.4709,8.976,4.422,6,3374,12653,801,2541
2A2R_A.pdb,22,3.4903,2.992,1.474,0,3296,4576,0,1675
1OFL_A.pdb,268,42.5182,36.448,17.956,17,7485,58777,2349,7232
1OBO_A.pdb,99,15.70635,13.464,6.633,8,2573,20205,1169,2550
2CY3_A.pdb,52,8.2498,7.072,3.484,25,1743,7847,3308,1683
2A7M_A.pdb,144,22.8456,19.584,9.648,6,3939,29092,870,3911
1ZXX_A.pdb,206,32.6819,28.016,13.802,11,4735,42211,1447,4678
2HQ0_A.pdb,227,36.01355,30.872,15.209,15,6034,45334,2127,5913
1PY9_A.pdb,66,10.4709,8.976,4.422,3,1827,12806,412,1787
1OS8_A.pdb,148,23.4802,20.128,9.916,28,3189,27278,3505,3158
1VOR_W.pdb,14,2.2211,1.904,0.938,6,2671,2031,746,1293
1S4K_A.pdb,78,12.3747,10.608,5.226,2,1884,14364,277,1860
1TVD_A.pdb,65,10.31225,8.84,4.355,1,1817,12411,137,1766
1OFZ_A.pdb,146,23.1629,19.856,9.782,20,4647,29832,2927,4522
1YOA_A.pdb,90,14.2785,12.24,6.03,8,2495,17214,1103,2446
1VRK_B.pdb,13,2.06245,1.768,0.871,10,309,1864,1408,303
1TVN_A.pdb,187,29.66755,25.432,12.529,16,4372,39099,2430,4360
1YB0_B.pdb,96,15.2304,13.056,6.432,6,2492,19533,908,2467
2BZZ_A.pdb,71,11.26415,9.656,4.757,8,2127,13394,1131,2101
2F1K_A.pdb,188,29.8262,25.568,12.596,18,4237,35642,2424,4197
1VSQ_C.pdb,3368,534.3332,458.048,225.656,0,7018,1656316,0,6902
2ABK_A.pdb,126,19.9899,17.136,8.442,1,3353,25173,150,3284
2CVD_A.pdb,131,20.78315,17.816,8.777,5,3255,25511,696,3201
2GH4_A.pdb,239,37.91735,32.504,16.013,11,5821,50940,1601,5722
1TIB_A.pdb,143,22.68695,19.448,9.581,9,4030,29383,1313,3959
1S3D_A.pdb,76,12.0574,10.336,5.092,7,2180,14761,1034,2157
1XDW_A.pdb,209,33.15785,28.424,14.003,11,5148,41803,1491,5005
1VPS_B.pdb,126,19.9899,17.136,8.442,14,4465,24282,1806,4203
1QHD_A.pdb,237,37.60005,32.232,15.879,14,6256,47906,2018,6088
1Y1P_A.pdb,207,32.84055,28.152,13.869,7,5242,43496,969,5104
1R8O_B.pdb,25,3.96625,3.4,1.675,2,1137,4401,242,869
2D48_A.pdb,86,13.6439,11.696,5.762,4,2104,17602,531,2001
2AKF_A.pdb,27,4.28355,3.672,1.809,3,541,4434,357,535
1WLP_A.pdb,4,0.6346,0.544,0.268,4,523,675,675,204
1UWF_A.pdb,86,13.6439,11.696,5.762,1,2359,17077,137,2327
1QIP_B.pdb,87,13.80255,11.832,5.829,14,2870,16108,1702,2673
1UXZ_A.pdb,69,10.94685,9.384,4.623,5,1881,13395,730,1861
2BLF_A.pdb,178,28.2397,24.208,11.926,15,5636,34972,1974,5534
1RYP_D.pdb,150,23.7975,20.4,10.05,10,3788,30621,1473,3623
1VOQ_R.pdb,20,3.173,2.72,1.34,1,1265,3512,156,833
1USC_A.pdb,85,13.48525,11.56,5.695,5,2756,16379,672,2438
1UFB_A.pdb,88,13.9612,11.968,5.896,8,1964,17843,1142,1921
2BV4_A.pdb,60,9.519,8.16,4.02,9,1657,11708,1447,1593
1SHC_A.pdb,97,15.38905,13.192,6.499,5,3929,24374,822,3324
2ICI_A.pdb,103,16.34095,14.008,6.901,9,3522,20424,1181,3384
1RH6_A.pdb,26,4.1249,3.536,1.742,0,961,4685,0,861
1VOQ_K.pdb,41,6.50465,5.576,2.747,14,1787,6664,1891,1495
1SDI_A.pdb,150,23.7975,20.4,10.05,13,3260,30696,1848,3178
2AAL_B.pdb,70,11.1055,9.52,4.69,12,1980,12982,1660,1943
1QH4_A.pdb,228,36.1722,31.008,15.276,15,5955,45506,2094,5845
1Q7D_A.pdb,0,0.0,0.0,0.0,0,172,0,0,0
1T0P_B.pdb,39,6.18735,5.304,2.613,4,1245,6916,538,1165
2C9V_A.pdb,77,12.21605,10.472,5.159,16,2179,14878,2491,2119
1SNE_A.pdb,11,1.74515,1.496,0.737,3,280,1517,330,276
1QFZ_A.pdb,165,26.17725,22.44,11.055,17,4881,32731,2138,4576
2HXM_A.pdb,122,19.3553,16.592,8.174,10,3557,24118,1422,3486
2E8E_A.pdb,86,13.6439,11.696,5.762,4,2165,16112,556,2064
1PFS_A.pdb,37,5.87005,5.032,2.479,4,1614,7868,538,1544
1S29_A.pdb,48,7.6152,6.528,3.216,2,1439,8970,242,1366
2C4N_A.pdb,156,24.7494,21.216,10.452,10,3794,31548,1315,3730
1QW2_A.pdb,52,8.2498,7.072,3.484,8,1473,9252,1036,1391
1TF4_A.pdb,338,53.6237,45.968,22.646,16,9130,71001,2286,8819
2AQM_A.pdb,80,12.692,10.88,5.36,19,2214,15212,2954,2172
1RKU_A.pdb,12,1.9038,1.632,0.804,1,3337,2459,167,1309
1WW7_A.pdb,93,14.75445,12.648,6.231,13,2364,18262,1902,2322
1SJD_B.pdb,229,36.33085,31.144,15.343,9,5574,47347,1243,5527
2CFC_A.pdb,174,27.6051,23.664,11.658,11,3673,34813,1599,3644
1VBK_A.pdb,195,30.93675,26.52,13.065,4,5065,39877,481,4996
1QAZ_A.pdb,195,30.93675,26.52,13.065,12,5484,40247,1684,5373
2FJR_A.pdb,105,16.65825,14.28,7.035,9,2904,19593,1128,2768
1RYP_K.pdb,19,3.01435,2.584,1.273,0,3171,4175,0,1256
1S55_A.pdb,77,12.21605,10.472,5.159,3,2408,15462,373,2305
2EYW_A.pdb,10,1.5865,1.36,0.67,2,1608,2235,198,1064
2FKO_A.pdb,121,19.19665,16.456,8.107,6,2687,26111,933,2632
2FD6_A.pdb,42,6.6633,5.712,2.814,11,1862,7229,1589,1761
2CL2_A.pdb,169,26.81185,22.984,11.323,25,4283,34100,3568,4244
1WHZ_A.pdb,41,6.50465,5.576,2.747,1,1117,7797,128,1094
1RYA_A.pdb,86,13.6439,11.696,5.762,5,2548,16689,670,2488
1VOQ_D.pdb,69,10.94685,9.384,4.623,9,3467,12383,990,2931
1TCA_A.pdb,173,27.44645,23.528,11.591,16,4623,35442,2359,4570
1ZZG_A.pdb,276,43.7874,37.536,18.492,16,6550,55853,2199,6472
2AL1_A.pdb,276,43.7874,37.536,18.492,22,6582,57473,3201,6551
1Z6O_M.pdb,134,21.2591,18.224,8.978,8,3021,26635,1182,2753
1P6O_B.pdb,100,15.865,13.6,6.7,5,2446,20061,665,2411
1XOV_A.pdb,156,24.7494,21.216,10.452,4,4992,31906,608,4689
1YPQ_B.pdb,64,10.1536,8.704,4.288,1,2099,12564,127,1918
1RYP_1.pdb,87,13.80255,11.832,5.829,3,3463,17357,380,3018
1YIX_A.pdb,166,26.3359,22.576,11.122,5,4154,34835,798,4057
1VOQ_N.pdb,15,2.37975,2.04,1.005,5,1024,2151,581,794
2GC4_D.pdb,73,11.58145,9.928,4.891,6,2181,13828,767,2115
1Y6V_A.pdb,257,40.77305,34.952,17.219,31,6544,53576,4642,6435
2C9Q_A.pdb,51,8.09115,6.936,3.417,5,1481,9269,617,1447
1VOR_3.pdb,5,0.79325,0.68,0.335,2,887,732,236,459
1VSC_A.pdb,94,14.9131,12.784,6.298,3,3042,17750,405,2937
2FC3_A.pdb,82,13.0093,11.152,5.494,4,1967,16651,669,1954
1VOR_M.pdb,17,2.69705,2.312,1.139,12,2168,2191,1393,1101
1ZD7_A.pdb,94,14.9131,12.784,6.298,3,2486,18442,407,2467
1UGP_A.pdb,115,18.24475,15.64,7.705,8,3193,21346,1099,3141
2APC_A.pdb,190,30.1435,25.84,12.73,7,5539,38455,974,5436
1RM8_A.pdb,75,11.89875,10.2,5.025,4,2568,15488,550,2312
1VSQ_A.pdb,2528,401.0672,343.808,169.376,0,5377,1318592,0,4991
1VOR_7.pdb,32,5.0768,4.352,2.144,5,3498,5238,630,2291
1SN9_A.pdb,11,1.74515,1.496,0.737,3,298,1566,337,280
1REG_X.pdb,66,10.4709,8.976,4.422,2,2080,13243,277,1995
1XI2_A.pdb,149,23.63885,20.264,9.983,14,3598,29516,1931,3523
1YG9_A.pdb,30,4.7595,4.08,2.01,0,4999,6642,0,2502
1TYJ_A.pdb,87,13.80255,11.832,5.829,4,2594,16922,531,2521
1VOR_Z.pdb,10,1.5865,1.36,0.67,2,893,1492,222,512
1QB5_D.pdb,55,8.72575,7.48,3.685,6,1485,10144,809,1464
1WAA_C.pdb,47,7.45655,6.392,3.149,2,1418,8765,273,1344
1UM0_A.pdb,200,31.73,27.2,13.4,14,5660,39272,2024,5225
2B82_A.pdb,114,18.0861,15.504,7.638,12,3261,22205,1526,3091
2CCQ_A.pdb,64,10.1536,8.704,4.288,3,1567,12490,447,1553
2HRZ_A.pdb,0,0.0,0.0,0.0,0,5112,0,0,0
1QTO_A.pdb,66,10.4709,8.976,4.422,11,1809,12337,1532,1687
2GGS_A.pdb,155,24.59075,21.08,10.385,4,4424,33038,603,4309
