filename,HBcount,HBless1SD,HBless1.1SD,HBless1.5SD,dehydronCount,totalAtomsInPDB,totalAtomsInHBDD,totalUniqueAtomsInDDD,totalUniqueAtomsInHBDD
1P9G_A.pdb,21,3.33165,2.856,1.407,11,681,4673,2076,665
2EF8_A.pdb,54,8.5671,7.344,3.618,0,1366,11877,0,1344
1TJY_A.pdb,192,30.4608,26.112,12.864,1,4798,46432,135,4737
1ZZI_A.pdb,50,7.9325,6.8,3.35,2,1265,10847,265,1193
2EG3_A.pdb,122,19.3553,16.592,8.174,4,3587,28437,608,3466
2C4F_T.pdb,34,5.3941,4.624,2.278,3,1213,6988,391,1167
1YYA_A.pdb,152,24.1148,20.672,10.184,4,3836,36378,608,3792
1UW4_B.pdb,175,27.76375,23.8,11.725,3,4139,40227,407,4095
1WP5_A.pdb,152,24.1148,20.672,10.184,6,5024,35094,843,4841
1VBW_A.pdb,29,4.60085,3.944,1.943,0,1056,6437,0,949
1SC3_B.pdb,36,5.7114,4.896,2.412,3,1407,7293,416,1231
1W53_A.pdb,71,11.26415,9.656,4.757,0,1416,14891,0,1416
1UW4_A.pdb,41,6.50465,5.576,2.747,0,1509,8836,0,1446
1WMD_A.pdb,231,36.64815,31.416,15.477,10,6274,58631,1712,6191
1YT3_A.pdb,235,37.28275,31.96,15.745,6,6007,54234,831,5942
2F4M_A.pdb,184,29.1916,25.024,12.328,8,4835,40773,1194,4797
1ZL2_A.pdb,151,23.95615,20.536,10.117,3,3808,36520,455,3712
2H7Z_B.pdb,32,5.0768,4.352,2.144,3,1152,6445,294,1094
1QDB_A.pdb,287,45.53255,39.032,19.229,12,7402,65524,1781,7321
2CUT_A.pdb,126,19.9899,17.136,8.442,8,2878,29967,1237,2871
1RTU_A.pdb,52,8.2498,7.072,3.484,9,1606,10938,1227,1491
1W3I_A.pdb,191,30.30215,25.976,12.797,0,4713,46569,0,4681
2HE2_A.pdb,45,7.13925,6.12,3.015,7,1490,9268,1032,1369
1XLQ_A.pdb,50,7.9325,6.8,3.35,3,1566,11102,493,1530
2I6J_A.pdb,112,17.7688,15.232,7.504,0,2605,26836,0,2584
2FXP_A.pdb,42,6.6633,5.712,2.814,2,1137,9805,321,1031
1PIC_A.pdb,49,7.77385,6.664,3.283,0,2274,14776,0,1894
1VOR_Q.pdb,15,2.37975,2.04,1.005,6,2058,2499,808,1241
1XLR_A.pdb,94,14.9131,12.784,6.298,2,2678,21357,280,2663
1X82_A.pdb,91,14.43715,12.376,6.097,1,2957,19986,140,2826
1QSA_A.pdb,433,68.69545,58.888,29.011,6,9809,100914,875,9741
1S7I_A.pdb,71,11.26415,9.656,4.757,6,1902,14068,815,1752
1PA2_A.pdb,70,11.1055,9.52,4.69,2,4427,16485,292,2931
1YAL_A.pdb,105,16.65825,14.28,7.035,4,3271,25148,587,3169
2FBD_A.pdb,67,10.62955,9.112,4.489,3,1863,15260,425,1853
1VOR_I.pdb,9,1.42785,1.224,0.603,3,827,1493,406,632
2ET1_A.pdb,97,15.38905,13.192,6.499,9,2972,20335,1207,2814
1ZUY_A.pdb,28,4.4422,3.808,1.876,0,883,6044,0,866
1VRZ_A.pdb,8,1.2692,1.088,0.536,8,177,776,776,177
1VOR_Y.pdb,9,1.42785,1.224,0.603,2,1071,1337,243,795
1PK6_C.pdb,62,9.8363,8.432,4.154,2,1985,13978,270,1920
1V5Y_A.pdb,124,19.6726,16.864,8.308,2,3418,27079,264,3354
2H2Z_A.pdb,162,25.7013,22.032,10.854,4,4685,37370,630,4533
2CJL_A.pdb,123,19.51395,16.728,8.241,6,2969,28350,933,2967
2B5W_A.pdb,204,32.3646,27.744,13.668,4,5411,47960,593,5326
2B0A_A.pdb,91,14.43715,12.376,6.097,0,3004,20923,0,2942
2D0I_A.pdb,217,34.42705,29.512,14.539,2,5480,52328,273,5380
1R7C_A.pdb,24,3.8076,3.264,1.608,0,694,5312,0,644
2EKY_B.pdb,59,9.36035,8.024,3.953,1,1630,13090,133,1521
1XV5_A.pdb,239,37.91735,32.504,16.013,2,6493,57843,347,6352
2HMQ_A.pdb,83,13.16795,11.288,5.561,2,1834,18565,296,1814
2FGR_A.pdb,219,34.74435,29.784,14.673,8,4857,49010,1283,4829
1TCE_A.pdb,48,7.6152,6.528,3.216,1,2235,13938,180,2120
2GKO_A.pdb,176,27.9224,23.936,11.792,8,4284,44249,1451,4231
1V0Z_A.pdb,175,27.76375,23.8,11.725,9,5888,42232,1563,5700
1WZA_A.pdb,269,42.67685,36.584,18.023,4,7828,65932,565,7548
1U0S_A.pdb,55,8.72575,7.48,3.685,1,1435,12003,160,1430
2HRG_A.pdb,239,37.91735,32.504,16.013,8,7311,57182,1166,7230
1VCC_A.pdb,38,6.0287,5.168,2.546,4,1260,8292,702,1255
1V8F_A.pdb,166,26.3359,22.576,11.122,6,4355,38306,828,4330
1QGJ_A.pdb,177,28.08105,24.072,11.859,2,4494,41280,303,4424
2FMA_A.pdb,35,5.55275,4.76,2.345,2,916,7407,305,897
1YYD_A.pdb,171,27.12915,23.256,11.457,9,5152,39589,1327,4918
1R89_A.pdb,260,41.249,35.36,17.42,1,7255,60056,144,7036
2D3Y_A.pdb,128,20.3072,17.408,8.576,6,3438,29298,973,3423
2C55_A.pdb,14,2.2211,1.904,0.938,4,1050,2486,484,783
2DQD_H.pdb,60,9.519,8.16,4.02,3,1746,13277,440,1737
1PDC_A.pdb,0,0.0,0.0,0.0,0,929,0,0,0
1X8D_A.pdb,59,9.36035,8.024,3.953,8,1684,11988,1271,1572
1S0P_A.pdb,135,21.41775,18.36,9.045,3,2777,31285,487,2752
1YKI_B.pdb,138,21.8937,18.768,9.246,4,3351,30186,556,3284
1V7R_A.pdb,115,18.24475,15.64,7.705,0,2999,27127,0,2983
2CYJ_A.pdb,75,11.89875,10.2,5.025,2,1975,17481,329,1961
2G64_A.pdb,79,12.53335,10.744,5.293,7,2240,17318,1131,2163
2EA1_A.pdb,137,21.73505,18.632,9.179,5,3755,31188,788,3695
1U7K_A.pdb,78,12.3747,10.608,5.226,6,2033,16477,817,1996
2DT8_A.pdb,169,26.81185,22.984,11.323,1,4320,38802,154,4307
2GDM_A.pdb,113,17.92745,15.368,7.571,2,2367,25550,274,2355
2HLQ_A.pdb,46,7.2979,6.256,3.082,6,1483,9386,856,1455
1VOR_6.pdb,1,0.15865,0.136,0.067,0,598,168,0,168
1TML_A.pdb,169,26.81185,22.984,11.323,6,4308,40223,901,4249
2DG5_B.pdb,74,11.7401,10.064,4.958,8,2706,13576,1239,2630
2BOP_A.pdb,44,6.9806,5.984,2.948,3,1331,9156,343,1284
2CB5_A.pdb,277,43.94605,37.672,18.559,7,7255,64758,1074,7160
1UWC_A.pdb,155,24.59075,21.08,10.385,7,3845,36405,1078,3812
2DYR_B.pdb,129,20.46585,17.544,8.643,1,3641,27557,126,3477
1RYP_H.pdb,22,3.4903,2.992,1.474,0,3123,5600,0,1642
1YHL_A.pdb,271,42.99415,36.856,18.157,5,5741,63280,678,5728
1XOF_A.pdb,11,1.74515,1.496,0.737,3,290,1687,363,278
1T2W_A.pdb,76,12.0574,10.336,5.092,2,2312,17391,264,2240
2CZQ_A.pdb,122,19.3553,16.592,8.174,4,2877,29211,653,2865
1RZH_L.pdb,201,31.88865,27.336,13.467,5,4414,42802,659,4387
2E7U_A.pdb,253,40.13845,34.408,16.951,1,6538,60007,151,6468
2I7O_A.pdb,68,10.7882,9.248,4.556,2,1931,14985,303,1925
1UHE_B.pdb,1,0.15865,0.136,0.067,1,391,111,111,111
2BO9_A.pdb,185,29.35025,25.16,12.395,4,4760,45450,520,4710
2HZ8_A.pdb,87,13.80255,11.832,5.829,3,2623,25329,529,2611
1XG0_D.pdb,127,20.14855,17.272,8.509,12,2569,26524,1794,2510
2H0Q_C.pdb,137,21.73505,18.632,9.179,2,4086,32300,230,3873
2DYR_F.pdb,37,5.87005,5.032,2.479,6,1486,6760,764,1373
1QJK_A.pdb,11,1.74515,1.496,0.737,5,605,2406,940,490
2BJK_A.pdb,309,49.02285,42.024,20.703,0,8056,76540,0,7901
1VOQ_M.pdb,51,8.09115,6.936,3.417,2,2060,10202,305,1690
1VOR_4.pdb,10,1.5865,1.36,0.67,1,796,1910,163,540
2DP9_A.pdb,4,0.6346,0.544,0.268,0,2053,949,0,432
1YW9_A.pdb,207,32.84055,28.152,13.869,6,5725,49691,777,5585
1QB7_A.pdb,132,20.9418,17.952,8.844,10,3683,30114,1330,3538
1VOR_G.pdb,57,9.04305,7.752,3.819,1,2899,10781,132,2611
1TPG_A.pdb,30,4.7595,4.08,2.01,5,1807,7049,829,1604
1UF5_A.pdb,175,27.76375,23.8,11.725,5,4751,41793,606,4733
2AEN_A.pdb,85,13.48525,11.56,5.695,3,2575,19490,476,2506
1VPP_X.pdb,3,0.47595,0.408,0.201,3,299,333,333,164
2FMJ_A.pdb,155,24.59075,21.08,10.385,33,3184,33123,4757,3166
2CPG_B.pdb,30,4.7595,4.08,2.01,1,741,5459,133,595
1XW3_A.pdb,59,9.36035,8.024,3.953,2,1693,12404,242,1553
2HAL_A.pdb,128,20.3072,17.408,8.576,7,3292,29650,1069,3270
1Q7L_B.pdb,44,6.9806,5.984,2.948,4,1366,8044,438,1244
1Q33_A.pdb,132,20.9418,17.952,8.844,12,4483,29675,1578,4373
1RJU_V.pdb,10,1.5865,1.36,0.67,9,480,1570,1378,474
1XQ6_A.pdb,145,23.00425,19.72,9.715,5,3840,34369,756,3697
1W0D_A.pdb,218,34.5857,29.648,14.606,10,4976,52296,1395,4932
2AXW_A.pdb,56,8.8844,7.616,3.752,3,2634,15715,434,2279
2FFX_J.pdb,131,20.78315,17.816,8.777,5,2755,30378,768,2626
2D81_A.pdb,166,26.3359,22.576,11.122,8,4552,40049,1375,4533
2AD6_A.pdb,280,44.422,38.08,18.76,4,8640,68223,624,8552
2G8M_A.pdb,151,23.95615,20.536,10.117,6,4216,34597,826,4129
1PBY_A.pdb,276,43.7874,37.536,18.492,14,7284,60547,1948,7164
1QTW_A.pdb,166,26.3359,22.576,11.122,2,5679,51656,395,5519
1R0R_I.pdb,24,3.8076,3.264,1.608,2,729,4834,276,679
1VCL_A.pdb,202,32.0473,27.472,13.534,8,6395,46801,1255,6231
1XSZ_A.pdb,28,4.4422,3.808,1.876,0,5613,6643,0,2494
1VOQ_Q.pdb,18,2.8557,2.448,1.206,1,1785,3253,103,1295
1TEZ_B.pdb,300,47.595,40.8,20.1,8,7465,70557,1128,7408
1WFB_A.pdb,33,5.23545,4.488,2.211,30,464,4719,4232,464
2E2O_A.pdb,211,33.47515,28.696,14.137,3,4562,51080,512,4524
1YN3_A.pdb,61,9.67765,8.296,4.087,2,1545,13195,298,1536
2CMJ_A.pdb,275,43.62875,37.4,18.425,4,6448,63728,529,6363
1R8O_A.pdb,28,4.4422,3.808,1.876,4,1439,5521,563,1263
2ANV_A.pdb,87,13.80255,11.832,5.829,3,2276,19285,403,2222
2IBN_A.pdb,126,19.9899,17.136,8.442,2,3672,27554,264,3647
2DQE_H.pdb,60,9.519,8.16,4.02,3,1736,13216,440,1727
1P71_A.pdb,60,9.519,8.16,4.02,10,1446,10786,1450,1398
1VOQ_F.pdb,29,4.60085,3.944,1.943,1,1700,5550,82,1599
2BVB_A.pdb,64,10.1536,8.704,4.288,6,2537,17593,1120,2457
2A40_B.pdb,149,23.63885,20.264,9.983,7,4025,35745,1016,4009
1V5E_A.pdb,351,55.68615,47.736,23.517,5,9081,86164,811,8906
1OEW_A.pdb,181,28.71565,24.616,12.127,10,4648,41596,1408,4623
1RC9_A.pdb,118,18.7207,16.048,7.906,7,3357,26060,1071,3332
1PQU_A.pdb,223,35.37895,30.328,14.941,4,5745,51443,539,5734
1YV4_A.pdb,59,9.36035,8.024,3.953,1,1640,12718,142,1639
1YB6_A.pdb,148,23.4802,20.128,9.916,1,4092,35733,168,4079
1XH8_B.pdb,6,0.9519,0.816,0.402,2,302,823,246,165
1QD1_B.pdb,217,34.42705,29.512,14.539,6,5043,51239,888,5018
2HD9_A.pdb,76,12.0574,10.336,5.092,2,2517,17875,260,2450
2I7D_A.pdb,98,15.5477,13.328,6.566,1,3165,21933,130,3015
1P3C_A.pdb,117,18.56205,15.912,7.839,5,3139,26864,793,3108
1VOR_V.pdb,14,2.2211,1.904,0.938,3,1759,2330,424,1167
2GDG_A.pdb,65,10.31225,8.84,4.355,4,1719,13451,489,1717
2EYV_A.pdb,37,5.87005,5.032,2.479,0,2499,10568,0,1917
1U1I_A.pdb,222,35.2203,30.192,14.874,1,6160,53328,132,6070
1X7V_C.pdb,16,2.5384,2.176,1.072,1,1532,3459,144,1180
1ZHS_A.pdb,66,10.4709,8.976,4.422,1,1703,13080,106,1692
1QFT_A.pdb,96,15.2304,13.056,6.432,2,2642,22579,301,2559
2HLC_A.pdb,136,21.5764,18.496,9.112,10,3474,30735,1280,3446
1QRJ_B.pdb,143,22.68695,19.448,9.581,6,4110,40645,1072,3760
1ZMM_B.pdb,15,2.37975,2.04,1.005,2,514,2587,304,475
1Y60_D.pdb,97,15.38905,13.192,6.499,3,2517,22136,375,2465
1QST_A.pdb,98,15.5477,13.328,6.566,0,2688,23008,0,2567
2DYR_A.pdb,372,59.0178,50.592,24.924,2,8002,90756,229,7833
2G5X_A.pdb,133,21.10045,18.088,8.911,2,3685,31721,321,3629
2FCB_A.pdb,85,13.48525,11.56,5.695,2,2674,18370,346,2625
1SUY_A.pdb,97,15.38905,13.192,6.499,2,2370,27737,314,2316
2ELC_A.pdb,216,34.2684,29.376,14.472,3,4885,51836,436,4843
2AB3_A.pdb,17,2.69705,2.312,1.139,4,647,3822,620,634
1WEH_A.pdb,104,16.4996,14.144,6.968,0,2623,24675,0,2612
2GMS_A.pdb,176,27.9224,23.936,11.792,0,6209,42542,0,5580
1PM1_X.pdb,7,1.11055,0.952,0.469,0,2776,1791,0,657
2ICT_A.pdb,52,8.2498,7.072,3.484,5,1405,10072,685,1267
2GO2_A.pdb,73,11.58145,9.928,4.891,2,2520,17407,242,2381
2HTJ_A.pdb,48,7.6152,6.528,3.216,4,1691,13118,556,1639
1RA9_A.pdb,87,13.80255,11.832,5.829,4,2484,19359,562,2432
2BWR_A.pdb,179,28.39835,24.344,11.993,5,6006,42412,754,5858
1OQ1_A.pdb,66,10.4709,8.976,4.422,4,3374,14658,551,2628
2A2R_A.pdb,22,3.4903,2.992,1.474,0,3296,5324,0,1799
1OFL_A.pdb,268,42.5182,36.448,17.956,7,7485,68579,972,7317
1OBO_A.pdb,99,15.70635,13.464,6.633,2,2573,23632,328,2567
2CY3_A.pdb,52,8.2498,7.072,3.484,17,1743,8843,2332,1696
2A7M_A.pdb,144,22.8456,19.584,9.648,1,3939,33715,127,3928
1ZXX_A.pdb,206,32.6819,28.016,13.802,10,4735,48768,1517,4701
2HQ0_A.pdb,227,36.01355,30.872,15.209,5,6034,52549,769,5959
1PY9_A.pdb,66,10.4709,8.976,4.422,2,1827,14654,297,1798
1OS8_A.pdb,156,24.7494,21.216,10.452,29,3189,32852,3957,3173
1VOR_W.pdb,14,2.2211,1.904,0.938,4,2671,2312,536,1436
1S4K_A.pdb,78,12.3747,10.608,5.226,0,1884,16459,0,1873
1TVD_A.pdb,66,10.4709,8.976,4.422,0,1817,14439,0,1786
1OFZ_A.pdb,146,23.1629,19.856,9.782,7,4647,34394,1037,4551
1YOA_A.pdb,90,14.2785,12.24,6.03,4,2495,19772,663,2464
1VRK_B.pdb,13,2.06245,1.768,0.871,10,309,2028,1532,307
1TVN_A.pdb,187,29.66755,25.432,12.529,6,4372,45438,997,4369
1YB0_B.pdb,96,15.2304,13.056,6.432,2,2492,22625,293,2482
2BZZ_A.pdb,71,11.26415,9.656,4.757,4,2127,15416,599,2109
2F1K_A.pdb,188,29.8262,25.568,12.596,11,4237,40776,1642,4213
1VSQ_C.pdb,3368,534.3332,458.048,225.656,0,7018,1923044,0,6964
2ABK_A.pdb,126,19.9899,17.136,8.442,0,3353,29083,0,3303
2CVD_A.pdb,131,20.78315,17.816,8.777,2,3255,29362,298,3222
2GH4_A.pdb,239,37.91735,32.504,16.013,4,5821,59498,555,5764
1TIB_A.pdb,143,22.68695,19.448,9.581,3,4030,34197,467,3986
1S3D_A.pdb,76,12.0574,10.336,5.092,2,2180,17072,252,2172
1XDW_A.pdb,209,33.15785,28.424,14.003,5,5148,48271,828,5047
1VPS_B.pdb,126,19.9899,17.136,8.442,9,4465,28033,1246,4278
1QHD_A.pdb,237,37.60005,32.232,15.879,2,6256,55588,315,6139
1Y1P_A.pdb,207,32.84055,28.152,13.869,1,5242,50761,138,5158
1R8O_B.pdb,25,3.96625,3.4,1.675,2,1137,4957,265,898
2D48_A.pdb,86,13.6439,11.696,5.762,2,2104,20316,249,2024
2AKF_A.pdb,27,4.28355,3.672,1.809,3,541,4907,396,539
1WLP_A.pdb,4,0.6346,0.544,0.268,4,523,717,717,216
1UWF_A.pdb,86,13.6439,11.696,5.762,0,2359,19611,0,2338
1QIP_B.pdb,87,13.80255,11.832,5.829,12,2870,18407,1544,2706
1UXZ_A.pdb,69,10.94685,9.384,4.623,1,1881,15313,148,1872
2BLF_A.pdb,178,28.2397,24.208,11.926,6,5636,40497,909,5577
1RYP_D.pdb,150,23.7975,20.4,10.05,4,3788,35458,597,3672
1VOQ_R.pdb,20,3.173,2.72,1.34,0,1265,3954,0,865
1USC_A.pdb,85,13.48525,11.56,5.695,3,2756,18804,430,2461
1UFB_A.pdb,88,13.9612,11.968,5.896,3,1964,20714,444,1933
2BV4_A.pdb,60,9.519,8.16,4.02,5,1657,13229,854,1604
1SHC_A.pdb,97,15.38905,13.192,6.499,2,3929,28042,298,3389
2ICI_A.pdb,103,16.34095,14.008,6.901,6,3522,23598,867,3418
1RH6_A.pdb,26,4.1249,3.536,1.742,0,961,5366,0,874
1VOQ_K.pdb,41,6.50465,5.576,2.747,6,1787,7675,842,1533
1SDI_A.pdb,150,23.7975,20.4,10.05,3,3260,35672,421,3199
2AAL_B.pdb,70,11.1055,9.52,4.69,5,1980,14799,776,1956
1QH4_A.pdb,228,36.1722,31.008,15.276,8,5955,52758,1123,5871
1Q7D_A.pdb,0,0.0,0.0,0.0,0,172,0,0,0
1T0P_B.pdb,39,6.18735,5.304,2.613,1,1245,7888,134,1188
2C9V_A.pdb,77,12.21605,10.472,5.159,14,2179,17144,2471,2146
1SNE_A.pdb,11,1.74515,1.496,0.737,2,280,1654,212,279
1QFZ_A.pdb,165,26.17725,22.44,11.055,14,4881,37717,1925,4612
2HXM_A.pdb,122,19.3553,16.592,8.174,4,3557,27832,591,3519
2E8E_A.pdb,86,13.6439,11.696,5.762,1,2165,18386,131,2071
1PFS_A.pdb,37,5.87005,5.032,2.479,4,1614,8873,566,1569
1S29_A.pdb,48,7.6152,6.528,3.216,0,1439,10344,0,1376
2C4N_A.pdb,156,24.7494,21.216,10.452,6,3794,36517,851,3761
1QW2_A.pdb,52,8.2498,7.072,3.484,6,1473,10569,810,1405
1TF4_A.pdb,338,53.6237,45.968,22.646,8,9130,83143,1182,8907
2AQM_A.pdb,80,12.692,10.88,5.36,8,2214,17561,1428,2188
1RKU_A.pdb,12,1.9038,1.632,0.804,0,3337,2872,0,1404
1WW7_A.pdb,93,14.75445,12.648,6.231,5,2364,20958,775,2339
1SJD_B.pdb,229,36.33085,31.144,15.343,1,5574,54698,167,5551
2CFC_A.pdb,174,27.6051,23.664,11.658,5,3673,40107,839,3662
1VBK_A.pdb,195,30.93675,26.52,13.065,2,5065,46062,256,5025
1QAZ_A.pdb,195,30.93675,26.52,13.065,4,5484,47125,591,5410
2FJR_A.pdb,105,16.65825,14.28,7.035,4,2904,22476,527,2804
1RYP_K.pdb,19,3.01435,2.584,1.273,0,3171,4812,0,1339
1S55_A.pdb,77,12.21605,10.472,5.159,3,2408,17839,404,2336
2EYW_A.pdb,10,1.5865,1.36,0.67,2,1608,2559,215,1109
2FKO_A.pdb,121,19.19665,16.456,8.107,0,2687,30021,0,2643
2FD6_A.pdb,42,6.6633,5.712,2.814,2,1862,8324,236,1793
2CL2_A.pdb,169,26.81185,22.984,11.323,12,4283,39318,1785,4258
1WHZ_A.pdb,41,6.50465,5.576,2.747,1,1117,8876,144,1096
1RYA_A.pdb,86,13.6439,11.696,5.762,1,2548,19166,134,2513
1VOQ_D.pdb,69,10.94685,9.384,4.623,6,3467,14327,720,3057
1TCA_A.pdb,173,27.44645,23.528,11.591,9,4623,41259,1319,4595
1ZZG_A.pdb,276,43.7874,37.536,18.492,5,6550,64856,718,6503
2AL1_A.pdb,276,43.7874,37.536,18.492,9,6582,66749,1520,6571
1Z6O_M.pdb,134,21.2591,18.224,8.978,4,3021,30622,646,2794
1P6O_B.pdb,100,15.865,13.6,6.7,1,2446,23145,114,2427
1XOV_A.pdb,156,24.7494,21.216,10.452,0,4992,36956,0,4764
1YPQ_B.pdb,64,10.1536,8.704,4.288,0,2099,14415,0,1946
1RYP_1.pdb,87,13.80255,11.832,5.829,0,3463,20110,0,3087
1YIX_A.pdb,166,26.3359,22.576,11.122,0,4154,40611,0,4078
1VOQ_N.pdb,15,2.37975,2.04,1.005,3,1024,2405,343,830
2GC4_D.pdb,73,11.58145,9.928,4.891,4,2181,15942,511,2139
1Y6V_A.pdb,257,40.77305,34.952,17.219,18,6544,62440,2945,6484
2C9Q_A.pdb,51,8.09115,6.936,3.417,5,1481,10608,703,1462
1VOR_3.pdb,5,0.79325,0.68,0.335,1,887,837,124,495
1VSC_A.pdb,94,14.9131,12.784,6.298,2,3042,20364,308,2965
2FC3_A.pdb,82,13.0093,11.152,5.494,0,1967,19268,0,1958
1VOR_M.pdb,17,2.69705,2.312,1.139,10,2168,2465,1188,1178
1ZD7_A.pdb,94,14.9131,12.784,6.298,2,2486,21315,325,2478
1UGP_A.pdb,115,18.24475,15.64,7.705,0,3193,24505,0,3168
2APC_A.pdb,190,30.1435,25.84,12.73,2,5539,44745,297,5478
1RM8_A.pdb,75,11.89875,10.2,5.025,1,2568,17979,134,2362
1VSQ_A.pdb,2528,401.0672,343.808,169.376,0,5377,1524896,0,5035
1VOR_7.pdb,32,5.0768,4.352,2.144,3,3498,6061,420,2502
1SN9_A.pdb,11,1.74515,1.496,0.737,0,298,1702,0,283
1REG_X.pdb,66,10.4709,8.976,4.422,1,2080,15195,143,2013
1XI2_A.pdb,149,23.63885,20.264,9.983,8,3598,34094,1176,3550
1YG9_A.pdb,30,4.7595,4.08,2.01,0,4999,7702,0,2700
1TYJ_A.pdb,87,13.80255,11.832,5.829,1,2594,19484,158,2542
1VOR_Z.pdb,10,1.5865,1.36,0.67,2,893,1669,257,548
1QB5_D.pdb,55,8.72575,7.48,3.685,2,1485,11522,252,1474
1WAA_C.pdb,47,7.45655,6.392,3.149,2,1418,9993,303,1357
1UM0_A.pdb,200,31.73,27.2,13.4,9,5660,45538,1337,5289
2B82_A.pdb,114,18.0861,15.504,7.638,7,3261,25661,928,3111
2CCQ_A.pdb,64,10.1536,8.704,4.288,1,1567,14376,155,1563
2HRZ_A.pdb,0,0.0,0.0,0.0,0,5112,0,0,0
1QTO_A.pdb,66,10.4709,8.976,4.422,5,1809,14208,631,1696
2GGS_A.pdb,155,24.59075,21.08,10.385,2,4424,38396,303,4351
1T8J_A.pdb,5,0.79325,0.68,0.335,0,473,1022,0,437
1OCK_A.pdb,251,39.82115,34.136,16.817,7,6125,61596,1195,6065
1VOQ_E.pdb,49,7.77385,6.664,3.283,4,2353,10089,489,2175
