filename,HBcount,HBless1SD,HBless1.1SD,HBless1.5SD,dehydronCount,totalAtomsInPDB,totalAtomsInHBDD,totalUniqueAtomsInDDD,totalUniqueAtomsInHBDD
3CJK_B.pdb,47,7.45655,6.392,3.149,4,1155,7551,525,1112
2ZK9_X.pdb,96,15.2304,13.056,6.432,17,2718,16000,2156,2625
2Z8G_A.pdb,271,42.99415,36.856,18.157,37,8223,48282,5258,7856
2RBK_A.pdb,160,25.384,21.76,10.72,20,4033,27596,2667,3951
2Z0A_C.pdb,26,4.1249,3.536,1.742,6,1158,4045,697,827
3BKZ_A.pdb,108,17.1342,14.688,7.236,14,3113,18151,1829,2889
2Z1Y_A.pdb,234,37.1241,31.824,15.678,34,6114,39552,4464,6012
3FJU_B.pdb,27,4.28355,3.672,1.809,8,1011,4234,1084,914
3F6B_X.pdb,287,45.53255,39.032,19.229,44,7799,49870,5970,7526
2VKJ_A.pdb,86,13.6439,11.696,5.762,12,1735,14097,1494,1718
2ZQN_A.pdb,64,10.1536,8.704,4.288,2,2064,11132,239,1966
3CZZ_A.pdb,56,8.8844,7.616,3.752,23,1466,8653,3134,1439
2Z9X_B.pdb,235,37.28275,31.96,15.745,37,5831,40107,4944,5723
8RUC_I.pdb,57,9.04305,7.752,3.819,7,2020,9033,870,1706
2ZLZ_A.pdb,156,24.7494,21.216,10.452,21,4650,26425,2632,4427
2VIA_A.pdb,251,39.82115,34.136,16.817,39,6195,43037,5230,6100
3BCJ_A.pdb,47,7.45655,6.392,3.149,9,5058,8191,1082,2568
3C7F_A.pdb,231,36.64815,31.416,15.477,30,7114,39865,3996,6897
4UBP_C.pdb,317,50.29205,43.112,21.239,48,8581,56377,6799,8375
3F5V_A.pdb,107,16.97555,14.552,7.169,13,3397,18487,1668,3114
3BOH_A.pdb,125,19.83125,17.0,8.375,21,3196,21181,2750,3151
3F0I_A.pdb,18,2.8557,2.448,1.206,0,1826,3139,0,867
3PRN_A.pdb,181,28.71565,24.616,12.127,29,4161,28161,3636,4076
2ZFZ_A.pdb,51,8.09115,6.936,3.417,16,1132,8087,2076,1119
3BXU_A.pdb,33,5.23545,4.488,2.211,25,1058,4221,3140,984
2ZC1_A.pdb,185,29.35025,25.16,12.395,41,4940,31699,5644,4800
3C83_A.pdb,113,17.92745,15.368,7.571,20,2640,18814,2660,2606
3FAS_A.pdb,142,22.5283,19.312,9.514,22,4102,23609,2830,4006
2RC7_B.pdb,162,25.7013,22.032,10.854,34,4403,26892,4383,4330
3EDN_A.pdb,142,22.5283,19.312,9.514,17,4448,23831,2241,4303
3GDP_A.pdb,286,45.3739,38.896,19.162,43,7842,49722,5729,7624
3EAU_A.pdb,197,31.25405,26.792,13.199,28,5150,33456,3691,4953
2RL3_B.pdb,156,24.7494,21.216,10.452,18,3887,26905,2263,3794
3CCD_A.pdb,50,7.9325,6.8,3.35,9,1285,8242,1181,1261
2ZW0_A.pdb,0,0.0,0.0,0.0,0,879,0,0,0
2VEI_A.pdb,150,23.7975,20.4,10.05,28,3638,25240,3577,3532
3C4O_B.pdb,91,14.43715,12.376,6.097,15,2422,15035,1830,2366
2Z7F_E.pdb,112,17.7688,15.232,7.504,14,3283,18708,1831,3068
3CX5_D.pdb,126,19.9899,17.136,8.442,28,3843,19730,3494,3563
3E08_C.pdb,180,28.557,24.48,12.06,26,4560,30012,3258,4383
3SIL_A.pdb,194,30.7781,26.384,12.998,30,5787,34044,4156,5573
2VVM_B.pdb,259,41.09035,35.224,17.353,36,7376,45523,5136,7157
2Z4U_A.pdb,148,23.4802,20.128,9.916,24,4100,25939,3289,3974
3EZA_A.pdb,134,21.2591,18.224,8.978,32,5142,26992,5369,4735
3BZY_B.pdb,46,7.2979,6.256,3.082,3,1354,6953,371,1282
2RA3_A.pdb,111,17.61015,15.096,7.437,18,3319,18804,2460,3117
2YVP_A.pdb,104,16.4996,14.144,6.968,13,2906,17537,1719,2782
3DDT_A.pdb,0,0.0,0.0,0.0,0,711,0,0,0
2V3Z_A.pdb,255,40.45575,34.68,17.085,39,6897,43762,5005,6705
2VP7_B.pdb,13,2.06245,1.768,0.871,8,493,1683,975,374
3D3B_J.pdb,21,3.33165,2.856,1.407,6,1384,3467,811,761
3EDY_A.pdb,274,43.4701,37.264,18.358,44,8204,47100,6068,7646
2VPB_B.pdb,14,2.2211,1.904,0.938,7,533,1898,883,385
2VG1_A.pdb,147,23.32155,19.992,9.849,35,3506,24073,4387,3436
3B5T_B.pdb,52,8.2498,7.072,3.484,9,1708,8132,1082,1578
3ETJ_A.pdb,202,32.0473,27.472,13.534,28,5542,34403,3525,5408
7AAT_A.pdb,248,39.3452,33.728,16.616,41,6306,41900,5564,6119
3FI5_A.pdb,102,16.1823,13.872,6.834,15,2642,17259,2016,2583
3BOD_A.pdb,96,15.2304,13.056,6.432,10,2717,16265,1304,2491
3CX5_J.pdb,66,10.4709,8.976,4.422,9,1973,10734,1250,1847
2RCT_A.pdb,5,0.79325,0.68,0.335,0,2290,831,0,363
3CAG_B.pdb,50,7.9325,6.8,3.35,16,1146,7795,2060,1137
3C2U_A.pdb,255,40.45575,34.68,17.085,15,8406,45095,2010,7945
3B8F_B.pdb,76,12.0574,10.336,5.092,13,2262,12710,1609,2193
2ZDH_A.pdb,176,27.9224,23.936,11.792,21,4919,30069,2816,4790
2Z7F_I.pdb,12,1.9038,1.632,0.804,8,750,1645,1013,605
3BO6_A.pdb,120,19.038,16.32,8.04,32,3405,19850,4253,3251
3CIB_A.pdb,197,31.25405,26.792,13.199,22,6023,33874,2858,5754
3D0P_A.pdb,72,11.4228,9.792,4.824,4,2164,12682,483,2067
3CAY_A.pdb,17,2.69705,2.312,1.139,14,313,2083,1658,309
3CIP_G.pdb,65,10.31225,8.84,4.355,11,1991,10492,1312,1836
2Z51_A.pdb,98,15.5477,13.328,6.566,26,2387,15783,3299,2344
2ZFZ_D.pdb,50,7.9325,6.8,3.35,18,1146,7933,2398,1138
3CY4_B.pdb,79,12.53335,10.744,5.293,12,2389,13422,1595,2174
2Z57_A.pdb,176,27.9224,23.936,11.792,17,4548,32031,2365,4477
3C7M_A.pdb,122,19.3553,16.592,8.174,19,3061,20335,2337,2992
3BV4_A.pdb,205,32.52325,27.88,13.735,35,5231,36071,4701,5080
e4XED.pdb,39,6.18735,5.304,2.613,5,1602,6429,690,1430
5NUL_A.pdb,79,12.53335,10.744,5.293,12,2125,13305,1534,2076
3GEU_A.pdb,75,11.89875,10.2,5.025,11,3026,12420,1495,2638
2VCG_D.pdb,214,33.9511,29.104,14.338,36,5532,38678,5053,5381
3FWG_B.pdb,243,38.55195,33.048,16.281,34,6351,42018,4673,6237
3D30_A.pdb,101,16.02365,13.736,6.767,8,3234,17500,979,3084
3DP5_A.pdb,7,1.11055,0.952,0.469,1,1425,1165,143,628
2W0P_B.pdb,46,7.2979,6.256,3.082,9,1331,6892,1154,1251
2SFA_A.pdb,108,17.1342,14.688,7.236,28,2600,17972,3795,2575
2ZP3_A.pdb,69,10.94685,9.384,4.623,22,1842,10989,2833,1784
2Z0A_D.pdb,56,8.8844,7.616,3.752,15,1167,8799,1937,1163
2VH3_B.pdb,62,9.8363,8.432,4.154,13,1694,10138,1626,1531
3C62_A.pdb,81,12.85065,11.016,5.427,28,1605,12807,3679,1591
2VN6_B.pdb,28,4.4422,3.808,1.876,3,995,4508,372,915
2V1T_A.pdb,51,8.09115,6.936,3.417,8,1116,7882,930,1102
2VU8_I.pdb,14,2.2211,1.904,0.938,12,477,1796,1510,458
2RJ2_A.pdb,87,13.80255,11.832,5.829,9,2870,14901,1193,2647
2VPG_C.pdb,27,4.28355,3.672,1.809,12,888,3677,1329,842
2VAY_B.pdb,19,3.01435,2.584,1.273,2,388,2771,200,386
3CX5_H.pdb,47,7.45655,6.392,3.149,13,1507,6285,1456,1189
2ZDO_D.pdb,30,4.7595,4.08,2.01,6,1776,4707,750,1111
3ECM_A.pdb,234,37.1241,31.824,15.678,41,5362,39526,5383,5290
2V9M_A.pdb,175,27.76375,23.8,11.725,27,4220,29749,3635,4097
2YQU_A.pdb,262,41.5663,35.632,17.554,33,7002,45568,4227,6730
2UX6_A.pdb,61,9.67765,8.296,4.087,10,1811,10090,1215,1742
3E8M_A.pdb,89,14.11985,12.104,5.963,11,3447,19534,1886,3248
3GAL_B.pdb,80,12.692,10.88,5.36,11,2093,13252,1459,2034
3FK0_A.pdb,263,41.72495,35.768,17.621,36,6473,46846,5042,6390
3D4U_B.pdb,35,5.55275,4.76,2.345,15,1042,4851,1829,1013
6RLX_A.pdb,2,0.3173,0.272,0.134,1,361,272,122,173
2V33_A.pdb,39,6.18735,5.304,2.613,9,1278,5910,1204,1192
2Z3V_A.pdb,85,13.48525,11.56,5.695,21,2099,14016,2895,2045
2Z0T_A.pdb,67,10.62955,9.112,4.489,3,1845,11443,375,1822
3EGV_A.pdb,148,23.4802,20.128,9.916,19,3908,24875,2367,3717
3DQP_A.pdb,111,17.61015,15.096,7.437,17,3311,18746,2265,3165
3DR9_A.pdb,93,14.75445,12.648,6.231,23,2147,14910,2905,2116
3C63_A.pdb,82,13.0093,11.152,5.494,26,1603,12975,3441,1591
2ZFZ_B.pdb,51,8.09115,6.936,3.417,17,1139,8008,2273,1125
2W40_B.pdb,84,13.3266,11.424,5.628,3,7974,15683,394,4154
3BS1_A.pdb,54,8.5671,7.344,3.618,4,1707,8985,433,1594
3CX5_E.pdb,89,14.11985,12.104,5.963,36,2794,13106,4496,2627
3C82_A.pdb,109,17.29285,14.824,7.303,19,2622,18021,2516,2583
2Z56_B.pdb,32,5.0768,4.352,2.144,6,1035,5068,713,914
3BI3_A.pdb,109,17.29285,14.824,7.303,15,3106,18251,1910,2959
2V3Q_A.pdb,192,30.4608,26.112,12.864,49,5398,31840,6513,5290
2Z8I_B.pdb,80,12.692,10.88,5.36,25,2796,11807,3093,2646
2W11_A.pdb,89,14.11985,12.104,5.963,8,3413,15560,964,3066
2VG0_A.pdb,143,22.68695,19.448,9.581,36,3495,23630,4599,3415
2RH3_A.pdb,72,11.4228,9.792,4.824,15,1898,11575,1863,1820
3NUL_A.pdb,74,11.7401,10.064,4.958,9,1978,12415,1167,1918
3BF8_A.pdb,146,23.1629,19.856,9.782,19,3979,25206,2536,3850
3DAA_A.pdb,158,25.0667,21.488,10.586,26,4463,26600,3646,4266
3C7Z_A.pdb,114,18.0861,15.504,7.638,22,2608,18741,2906,2575
2Z37_A.pdb,131,20.78315,17.816,8.777,29,3656,22149,3940,3560
3CJJ_A.pdb,96,15.2304,13.056,6.432,17,3389,15616,234
